# civil-holidays v1
# jurisdiction: AR
# source: https://www.argentina.gob.ar/interior/feriados
#   (the official Ministerio del Interior feriados calendar, consolidating
#   Ley 27.399 and the annual "feriados con fines turísticos" decrees; local
#   copy papers/holidays/ar_feriados_interior.html). Cross-checked against
#   vacanza/holidays 0.101 (MIT). Names are the official Spanish.
#
#   Argentina has three holiday classes (Ley 27.399): inamovibles (fixed),
#   trasladables (moved by a midweek rule to a Monday), and the annually
#   decreed "feriados con fines turísticos" (bridge days). The trasladables
#   (Güemes 17 Jun, Diversidad Cultural 12 Oct, Soberanía Nacional 20 Nov) and
#   the tourism bridges have no single arithmetic form, so they are decree rows
#   carrying the gazetted dates. Paso a la Inmortalidad del Gral. San Martín is
#   fixed BY LAW to the third Monday of August, so it is an nth_weekday rule.
#   Carnaval and the two Holy Week days are Easter offsets.
# retrieved: 2026-07-22
# categories: public|regional|municipal|religious|school (+ vacanza-parity labels, see below)
# columns: kind | name | args | categories | subdiv | observed | valid | span
#
# --- fixed (inamovibles) / Easter ---
fixed  | Año Nuevo                                                     | 1 1   | public |  |
easter | Lunes de Carnaval                                             | -48   | public |  |
easter | Martes de Carnaval                                            | -47   | public |  |
fixed  | Día Nacional de la Memoria por la Verdad y la Justicia        | 3 24  | public |  |
fixed  | Día del Veterano y de los Caidos en la Guerra de Malvinas     | 4 2   | public |  |
easter | Jueves Santo                                                 | -3    | public religious |  |
easter | Viernes Santo                                                | -2    | public religious |  |
fixed  | Día del Trabajo                                              | 5 1   | public |  |
fixed  | Día de la Revolución de Mayo                                 | 5 25  | public |  |
fixed  | Paso a la Inmortalidad del General Don Manuel Belgrano       | 6 20  | public |  |
fixed  | Día de la Independencia                                      | 7 9   | public |  |
fixed  | Inmaculada Concepción de María                               | 12 8  | public religious |  |
fixed  | Navidad                                                     | 12 25 | public religious |  |
#
# --- decree-tabulated trasladables ---
# (Ley 27.399 moves Tue/Wed to the previous Monday and Thu to the following
# Monday, leaving Fri/Sat/Sun/Mon in place — San Martín's 17 Aug thus lands on
# 21 Aug in 2023 (Thu) but stays on 17 Aug in 2024/2025 (Sat/Sun); Güemes'
# 17 Jun likewise varies — so both are gazetted decree rows.)
decree | Paso a la Inmortalidad del General Don José de San Martín       | 2023-08-21 2024-08-17 2025-08-17 2026-08-17 2027-08-16 | public |  |
decree | Paso a la Inmortalidad del General Don Martín Miguel de Güemes | 2023-06-17 2024-06-17 2025-06-16 2026-06-15 2027-06-21 | public |  |
decree | Día del Respeto a la Diversidad Cultural | 2023-10-16 2024-10-12 2025-10-12 2026-10-12 2027-10-11 | public |  |
decree | Día de la Soberanía Nacional             | 2023-11-20 2024-11-18 2025-11-24 2026-11-23 2027-11-20 | public |  |
#
# --- decree-tabulated feriados con fines turísticos (annual bridge days) ---
decree | Feriado con fines turísticos | 2023-05-26 2023-06-19 2023-10-13 2024-04-01 2024-06-21 2024-10-11 2025-05-02 2025-08-15 2025-11-21 2026-03-23 2026-07-10 2026-12-07 | public |  |

# --- vacanza/holidays 0.101 category parity (retrieved 2026-07-22) ---
# Extra non-default-category rows cross-checked against vacanza/holidays
# 0.101 (MIT) `country_holidays(cc, categories=(...))` output for 2024 and
# 2025 (both years agree; dates are stable Gregorian fixed days per vacanza's
# own country module). Names are vacanza's own (already-localized) labels.
fixed | Día de acción por la tolerancia y el respeto entre los pueblos | 4 24 | armenian |  |
fixed | Día del Bancario | 11 6 | bank |  |
fixed | Asueto bancario | 12 24 | bank |  |
fixed | Asueto bancario | 12 31 | bank |  |
fixed | Día del Trabajador del Estado | 6 27 | government |  |

# --- vacanza/holidays 0.101 category parity, decree-tabulated
# (year-varying: Easter/lunar/Hijri-relative or ephemeral) -- gazetted
# 2024/2025 dates taken directly from vacanza/holidays 0.101 (MIT)
# `country_holidays(cc, categories=(...))` output, per the house rule
# that permits vacanza-derived data when flagged as such (retrieved
# 2026-07-22). ---
decree | Pascua Judía (Pésaj) | 2024-4-23 2024-4-24 2024-4-29 2024-4-30 2025-4-13 2025-4-14 2025-4-19 2025-4-20 | hebrew |  |
decree | Año Nuevo Judío (Rosh Hashana) | 2024-10-3 2024-10-4 2025-9-23 2025-9-24 | hebrew |  |
decree | Día del Perdón (Iom Kipur) | 2025-10-2 | hebrew |  |
decree | Día posterior a la culminación del ayuno (Id Al-Fitr) | 2024-4-10 2025-3-31 | islamic |  |
decree | Día de la Fiesta del Sacrificio (Id Al-Adha) | 2024-6-16 2025-6-10 | islamic |  |
decree | Año Nuevo Musulmán (Hégira) | 2024-7-7 2025-6-26 | islamic |  |

# --- Wave 2 subdivision backfill (vacanza/holidays 0.101) ---
# AR-A
fixed | Dia de la memoria del Guerrero de la Independencia y Gobernador de la Provincia de Salta General Don Martín Miguel de Güemes; Paso a la Inmortalidad del General Don Martín Miguel de Güemes | 6 17 | regional religious | AR-A |  |  | 
fixed | Aniversario de la Batalla de Salta | 2 20 | regional | AR-A |  |  | 
fixed | Dia de la memoria del Guerrero de la Independencia y Gobernador de la Provincia de Salta General Don Martín Miguel de Güemes | 6 17 | regional religious | AR-A |  |  | 
decree | Festividades del Señor y de la Virgen del Milagro | 2024-9-13 2024-9-14 2024-9-15 2025-9-13 2025-9-14 2025-9-15 2026-9-13 2026-9-14 2026-9-15 2027-9-13 2027-9-14 2027-9-15 | regional religious | AR-A |  |  | 
nth_weekday | Paso a la Inmortalidad del General Don Martín Miguel de Güemes | 6 3 0 | regional | AR-A |  |  | 
# AR-D
fixed | Día de San Luis Rey de Francia | 8 25 | regional religious | AR-D |  |  | 
fixed | Día de la Exaltación de la Santa Cruz | 5 3 | regional religious | AR-D |  |  | 
# AR-E
fixed | Día Nacional de la Memoria por la Verdad y la Justicia; Día Provincial de la Memoria por la Verdad y la Justicia | 3 24 | regional | AR-E |  |  | 
fixed | San Miguel Arcángel | 9 29 | regional religious | AR-E |  |  | 
fixed | Conmemoración de la Batalla de Caseros | 2 3 | regional | AR-E |  |  | 
fixed | Día del Trabajador Estatal | 6 27 | regional | AR-E |  |  | 
# AR-F
fixed | Día Nacional de la Memoria por la Verdad y la Justicia; Día de la Memoria por la Verdad y la Justicia | 3 24 | regional | AR-F |  |  | 
fixed | Día del Tinkunaco Riojano | 12 31 | regional | AR-F |  |  | 
fixed | Día de la fundación de La Rioja | 5 20 | regional | AR-F |  |  | 
fixed | Día del Aniversario del Fallecimiento de Monseñor Enrique Angelelli | 8 4 | regional | AR-F |  |  | 
fixed | Día del Aniversario del Fallecimiento de Ángel Vicente Peñaloza | 11 12 | regional | AR-F |  |  | 
fixed | Día del fallecimiento de Juan Facundo Quiroga | 2 16 | regional | AR-F |  |  | 
fixed | Día de la Autonomía Provincial | 3 1 | regional | AR-F |  |  | 
# AR-J
fixed | Día del Maestro | 9 11 | regional | AR-J |  |  | 
# AR-K
fixed | Autonomía de Catamarca | 8 25 | regional | AR-K |  |  | 
fixed | Día del Milagro | 9 7 | regional | AR-K |  |  | 
fixed | Natalicio de Fray Mamerto Esquiú | 5 11 | regional | AR-K |  |  | 
# AR-M
fixed | Día del Apóstol Santiago | 7 25 | regional | AR-M |  |  | 
# AR-T
fixed | Aniversario de la Batalla de Tucumán | 9 24 | regional | AR-T |  |  | 
# AR-U
fixed | Tehuelches y Mapuches declaran lealtad a la bandera Argentina | 11 3 | regional | AR-U |  |  | 
fixed | Plebiscito 1902 Trevelin | 4 30 | regional | AR-U |  |  | 
fixed | Día del Petróleo Nacional | 12 13 | regional | AR-U |  |  | 
fixed | Aniversario del arribo de los primeros colonizadores galeses | 7 28 | regional | AR-U |  |  | 
# AR-V
fixed | Día del Genocidio Selk'Nam | 11 25 | regional | AR-V |  |  | 
fixed | Día de la Provincia de Tierra del Fuego, Antártida e Islas del Atlántico Sur | 6 1 | regional | AR-V |  |  | 
# AR-W
fixed | Día del Aniversario del Fallecimiento del General Manuel José Joaquín del Corazón de Jesús Belgrano; Paso a la Inmortalidad del General Don Manuel Belgrano | 6 20 | regional | AR-W |  |  | 
fixed | Día del Aniversario del Fallecimiento del General José Francisco de San Martín; Paso a la Inmortalidad del General Don José de San Martín | 8 17 | regional religious | AR-W |  |  | 
# AR-Y
fixed | Autonomía Política de Jujuy; Día de la Soberanía Nacional | 11 18 | regional | AR-Y |  |  | 
fixed | Día de la Pachamama | 8 1 | regional | AR-Y |  |  | 
fixed | Día del Éxodo Jujeño | 8 23 | regional | AR-Y |  |  | 
fixed | Autonomía Política de Jujuy | 11 18 | regional | AR-Y |  |  | 
fixed | Día de la Virgen del Rosario de Río Blanco y Paypaya | 10 7 | regional religious | AR-Y |  |  | 
fixed | Día Grande de Jujuy | 4 27 | regional | AR-Y |  |  | 
decree | Día de la Soberanía Nacional | 2025-11-24 2026-11-23 2027-11-20 | regional | AR-Y |  |  | 
# AR-Z
fixed | Conmemoración a los obreros fusilados en las Huelgas Patagónicas | 12 7 | regional | AR-Z |  |  | 
fixed | Homenaje al Patrono de la Provincia San Juan Bosco | 8 16 | regional religious | AR-Z |  |  | 
fixed | Día del Aniversario del Fallecimiento del ex Presidente de la Nación Doctor Néstor Carlos Kirchner | 10 27 | regional | AR-Z |  |  | 
