# civil-holidays v1
# jurisdiction: SG
# source: https://en.wikipedia.org/wiki/Public_holidays_in_Singapore
#   Structure and dates derived from vacanza/holidays 0.101 (MIT)
#   (github.com/vacanza/holidays), an independent open-source reference
#   maintained against each country's official calendar. Primary names are
#   the jurisdiction's own official-language rendering as vacanza publishes
#   it; English lands only in translations.tab, never in this
#   column. Movable/lunar/lunisolar/estimated-date holidays with no closed-form
#   rule modelled here are captured as 'decree' (explicit per-year dates,
#   basis tabulated) for 2024-2025, the same honest fallback other batch
#   files already use for their own lunar/Orthodox movables -- silent outside
#   those years rather than fabricated. Workday-bridge ('puente'/'observado'
#   extra day-off) entries are dropped as out of scope; where a jurisdiction's
#   own substitute-holiday practice creates a genuinely separate day off
#   (e.g. Sierra Leone's "(observed)" replacement day), that day is kept as
#   its own named row, matching the precedent already set for South Korea's
#   대체 휴일 substitute-holiday rows. Multi-day religious breaks (Eid,
#   Nowruz, Lao New Year, Libyan Mawlid) are split into one row per calendar
#   day, numbered "(1)", "(2)", ... where they do not reduce to a single
#   fixed or Easter-offset rule.
# retrieved: 2026-07-22
# categories: public|regional|municipal|religious|school
# columns: kind | name | args | categories | subdiv | observed | valid | span
#
fixed         | New Year's Day                                | 1 1 | public          |  |  |  |
decree        | Chinese New Year (1)                          | 2024-2-10 2025-1-29 2026-2-17 2027-2-6 | public          |  |  |  || chinese_new_year
decree        | Chinese New Year (2)                          | 2024-2-11 2025-1-30 2026-2-18 2027-2-7 | public          |  |  |  |
decree        | Chinese New Year (observed)                   | 2024-2-12 2027-2-8 | public          |  |  |  |
easter        | Good Friday                                   | -2 | public          |  |  |  |
decree        | Hari Raya Puasa                               | 2024-4-10 2025-3-31 2026-3-21 2027-3-10 | public          |  |  |  |
fixed         | Labour Day                                    | 5 1 | public          |  |  |  |
decree        | Vesak Day                                     | 2024-5-22 2025-5-12 2026-5-31 2027-5-20 | public          |  |  |  |
decree        | Hari Raya Haji                                | 2024-6-17 2025-6-7 2026-5-27 2027-5-17 | public          |  |  |  |
fixed         | National Day                                  | 8 9 | public          |  |  |  |
decree        | Deepavali                                     | 2024-10-31 2025-10-20 2026-11-08 2027-10-28 | public          |  |  |  |
fixed         | Christmas Day                                 | 12 25 | public          |  |  |  |
decree        | Polling Day                                   | 2025-5-3 | public          |  |  |  |
