# civil-holidays v1
# jurisdiction: LY
# source: https://en.wikipedia.org/wiki/Public_holidays_in_Libya
#   Structure and dates derived from vacanza/holidays 0.101 (MIT)
#   (github.com/vacanza/holidays), an independent open-source reference
#   maintained against each country's official calendar. Primary names are
#   the jurisdiction's own official-language rendering as vacanza publishes
#   it; English lands only in translations.tab, never in this
#   column. Movable/lunar/lunisolar/estimated-date holidays with no closed-form
#   rule modelled here are captured as 'decree' (explicit per-year dates,
#   basis tabulated) for 2024-2025, the same honest fallback other batch
#   files already use for their own lunar/Orthodox movables -- silent outside
#   those years rather than fabricated. Workday-bridge ('puente'/'observado'
#   extra day-off) entries are dropped as out of scope; where a jurisdiction's
#   own substitute-holiday practice creates a genuinely separate day off
#   (e.g. Sierra Leone's "(observed)" replacement day), that day is kept as
#   its own named row, matching the precedent already set for South Korea's
#   대체 휴일 substitute-holiday rows. Multi-day religious breaks (Eid,
#   Nowruz, Lao New Year, Libyan Mawlid) are split into one row per calendar
#   day, numbered "(1)", "(2)", ... where they do not reduce to a single
#   fixed or Easter-offset rule.
# retrieved: 2026-07-22
# categories: public|regional|municipal|religious|school
# columns: kind | name | args | categories | subdiv | observed | valid | span
#
fixed         | ثورة 17 فبراير                                | 2 17 | public          |  |  |  |
decree        | عيد الفطر (1)                                 | 2024-4-10 2025-3-31 2026-3-20 2027-3-9 | public          |  |  |  |
decree        | عيد الفطر (2)                                 | 2024-4-11 2025-4-1 2026-3-21 2027-3-10 | public          |  |  |  |
decree        | عيد الفطر (3)                                 | 2024-4-12 2025-4-2 2026-3-22 2027-3-11 | public          |  |  |  |
fixed         | عيد العمال                                    | 5 1 | public          |  |  |  |
decree        | يوم عرفة                                      | 2024-6-15 2025-6-5 2026-5-26 2027-5-15 | public          |  |  |  |
decree        | عيد الأضحى (1)                                | 2024-6-16 2025-6-6 2026-5-27 2027-5-16 | public          |  |  |  || eid_al_adha
decree        | عيد الأضحى (2)                                | 2024-6-17 2025-6-7 2026-5-28 2027-5-17 | public          |  |  |  |
decree        | عيد الأضحى (3)                                | 2024-6-18 2025-6-8 2026-5-29 2027-5-18 | public          |  |  |  |
decree        | عيد رأس السنة الهجرية                         | 2024-7-7 2025-6-26 2026-6-16 2027-6-6 | public          |  |  |  |
fixed         | يوم وطني للإصحاح البيئي                       | 8 14 | public          |  |  |  |
decree        | ذكرى المولد النبوي الشريف                     | 2024-9-15 2025-9-4 2026-8-25 2027-8-14 | public          |  |  |  || mawlid
fixed         | يوم الشهيد                                    | 9 16 | public          |  |  |  |
fixed         | يوم التحرير                                   | 10 23 | public          |  |  |  |
fixed         | عيد الاستقلال                                 | 12 24 | public          |  |  |  |
